Fecha-Hora  (UTC),Lat(°),Long(°),Prof(Km),Mag.,Tipo Mag.,Rms(Seg),Gap(°),Error Lat(Km),Error Long(Km),Error Prof(Km),Region,Estado,lat_corregida,lon_corregida,municipio,departamento,cod_municipio,cod_departamento
43720.67302083333,7186,-73510,0.036,4.5689,MLr_vmm,0.5,81,45748.0,45748.0,45870.0,"Sabana de Torres - Santander, Colombia",Manual,7.186,-73.51,SABANA DE TORRES,SANTANDER,655,68
43721.122407407405,6704,-74595,0.002,0.0001,MLr_vmm,0.3,191,45658.0,45658.0,45810.0,"Yolombó - Antioquia, Colombia",Manual,6.704,-74.595,YOLOMBÓ,ANTIOQUIA,890,05
43721.17979166667,7214,-74058,0.008,4.5689,MLr_vmm,0.4,169,0.8,0.8,2.0,"Cantagallo - Bolívar, Colombia",Manual,7.214,-74.058,CANTAGALLO,BOLÍVAR,160,13
43721.31453703704,6116,-74000,0.031,4.5717,MLr_vmm,0.3,129,45717.0,45717.0,45783.0,"El Peñón - Santander, Colombia",Manual,6.116,-74.0,EL PEÑÓN,SANTANDER,250,68
43723.09746527778,6285,-74043,0.036,4.5658,MLr_vmm,0.1,141,0.9,0.9,45870.0,"Cimitarra - Santander, Colombia",Manual,6.285,-74.043,CIMITARRA,SANTANDER,190,68
43723.97418981481,6056,-74263,0.002,4.5901,MLr_vmm,0.5,105,0.8,0.8,45779.0,"Puerto Boyacá - Boyacá, Colombia",Manual,6.056,-74.263,PUERTO BOYACÁ,BOYACÁ,572,15
43724.5303125,6523,-74274,0.002,0.0001,MLr_vmm,0.4,301,45719.0,45719.0,45785.0,"Cimitarra - Santander, Colombia",Manual,6.523,-74.274,CIMITARRA,SANTANDER,190,68
43724.60899305555,7186,-73367,0.036,4.5778,MLr_vmm,0.3,121,0.9,0.9,45689.0,"Lebrija - Santander, Colombia",Manual,7.186,-73.367,LEBRIJA,SANTANDER,406,68
43724.877534722225,6353,-74341,0.0,0.0001,MLr_vmm,0.8,115,45779.0,45779.0,45815.0,"Cimitarra - Santander, Colombia",Manual,6.353,-74.341,CIMITARRA,SANTANDER,190,68
43724.89802083333,6002,-74272,0.01,4.5748,MLr_vmm,0.4,106,0.9,0.9,45783.0,"Puerto Boyacá - Boyacá, Colombia",Manual,6.002,-74.272,PUERTO BOYACÁ,BOYACÁ,572,15
43725.15635416667,7140,-74160,0.014,4.5748,MLr_vmm,0.5,89,0.7,0.7,45749.0,"Cantagallo - Bolívar, Colombia",Manual,7.14,-74.16,CANTAGALLO,BOLÍVAR,160,13
43725.17873842592,7688,-74126,0.028,4.5689,MLr_vmm,0.2,197,0.8,0.8,45750.0,"Simití - Bolívar, Colombia",Manual,7.688,-74.126,SIMITÍ,BOLÍVAR,744,13
43725.367430555554,6380,-74326,0.0,4.5901,MLr_vmm,0.8,100,45778.0,45778.0,45660.0,"Cimitarra - Santander, Colombia",Manual,6.38,-74.326,CIMITARRA,SANTANDER,190,68
43725.45762731481,6537,-73485,0.015,4.5689,MLr_vmm,0.2,68,0.4,0.4,45658.0,"El Carmen - Santander, Colombia",Manual,6.537,-73.485,EL CARMEN,SANTANDER,235,68
43725.578831018516,7155,-74172,0.004,4.5809,MLr_vmm,0.6,87,0.8,0.8,45779.0,"Cantagallo - Bolívar, Colombia",Manual,7.155,-74.172,CANTAGALLO,BOLÍVAR,160,13
43727.029444444444,7377,-73761,0.046,0.0001,MLr_vmm,0.4,149,45810.0,45810.0,45906.0,"Puerto Wilches - Santander, Colombia",Manual,7.377,-73.761,PUERTO WILCHES,SANTANDER,575,68
43728.37027777778,7753,-74099,0.027,4.5809,MLr_vmm,0.3,111,0.4,0.4,45717.0,"Simití - Bolívar, Colombia",Manual,7.753,-74.099,SIMITÍ,BOLÍVAR,744,13
43728.48494212963,9034,-73954,0.0,0.0001,MLr_vmm,0.3,252,45720.0,45720.0,45875.0,"El Banco - Magdalena, Colombia",Manual,9.034,-73.954,EL BANCO,MAGDALENA,245,47
43728.95239583333,6448,-73474,0.014,4.5778,MLr_vmm,0.6,81,0.8,0.8,45659.0,"Santa Helena del Opón - Santander, Colombia",Manual,6.448,-73.474,SANTA HELENA DEL OPÓN,SANTANDER,720,68
43729.23268518518,6250,-74537,0.012,0.0001,MLr_vmm,0.3,124,0.8,0.8,45720.0,"Puerto Boyacá - Boyacá, Colombia",Manual,6.25,-74.537,PUERTO BOYACÁ,BOYACÁ,572,15
43730.104317129626,5850,-74565,0.005,5.9999999999999995e-05,MLr_vmm,0.1,139,0.6,0.6,45718.0,"Puerto Boyacá - Boyacá, Colombia",Manual,5.85,-74.565,PUERTO BOYACÁ,BOYACÁ,572,15
43730.160208333335,6723,-73492,0.001,4.5689,MLr_vmm,0.2,168,0.8,0.8,45810.0,"El Carmen - Santander, Colombia",Manual,6.723,-73.492,EL CARMEN,SANTANDER,235,68
43730.318125,7596,-74034,0.028,4.5658,MLr_vmm,0.5,217,45717.0,45717.0,45810.0,"San Pablo - Bolívar, Colombia",Manual,7.596,-74.034,SAN PABLO,BOLÍVAR,670,13
43730.423171296294,7122,-73846,0.048,4.5658,MLr_vmm,0.7,180,45874.0,45874.0,11.0,"Barrancabermeja - Santander, Colombia",Manual,7.122,-73.846,BARRANCABERMEJA,SANTANDER,081,68
43730.531805555554,9042,-74024,0.009,4.5658,MLr_vmm,0.1,245,45870.0,45870.0,45721.0,"El Banco - Magdalena, Colombia",Manual,9.042,-74.024,EL BANCO,MAGDALENA,245,47
43730.57795138889,6369,-73722,0.006,0.0001,MLr_vmm,0.5,156,45870.0,45870.0,45874.0,"Landázuri - Santander, Colombia",Manual,6.369,-73.722,LANDÁZURI,SANTANDER,385,68
43730.63238425926,8979,-73692,0.006,4.569,MLr_vmm,0.4,185,45810.0,45810.0,3.0,"Pailitas - Cesar, Colombia",Manual,8.979,-73.692,PAILITAS,CESAR,517,20
43730.68230324074,7370,-74106,0.021,8e-05,MLr_vmm,0.5,134,1.0,1.0,45719.0,"San Pablo - Bolívar, Colombia",Manual,7.37,-74.106,SAN PABLO,BOLÍVAR,670,13
43730.68907407407,8900,-74044,0.046,4.5658,MLr_vmm,0.5,140,45870.0,45870.0,45756.0,"San Martin de Loba - Bolívar, Colombia",Manual,8.9,-74.044,SAN MARTÍN DE LOBA,BOLÍVAR,667,13
43730.72121527778,8008,-73619,0.049,4.5658,MLr_vmm,0.3,111,45748.0,45748.0,45691.0,"San Martín - Cesar, Colombia",Manual,8.008,-73.619,SAN MARTÍN,CESAR,770,20
43731.44422453704,6568,-73597,0.012,4.5658,MLr_vmm,0.4,181,45689.0,45689.0,45718.0,"El Carmen - Santander, Colombia",Manual,6.568,-73.597,EL CARMEN,SANTANDER,235,68
43732.456030092595,6260,-74023,0.033,4.5689,MLr_vmm,0.2,164,45748.0,45748.0,45779.0,"Cimitarra - Santander, Colombia",Manual,6.26,-74.023,CIMITARRA,SANTANDER,190,68
43733.20128472222,6492,-74080,0.04,4.5689,MLr_vmm,0.1,134,0.6,0.6,45870.0,"Cimitarra - Santander, Colombia",Manual,6.492,-74.08,CIMITARRA,SANTANDER,190,68
43733.73991898148,7010,-73380,-0.001,4.5658,MLr_vmm,0.3,88,0.5,0.5,45717.0,"Betulia - Santander, Colombia",Manual,7.01,-73.38,BETULIA,SANTANDER,092,68
43735.49730324074,6087,-73707,0.021,4.5689,MLr_vmm,0.4,135,45658.0,45658.0,45873.0,"Vélez - Santander, Colombia",Manual,6.087,-73.707,VÉLEZ,SANTANDER,861,68
43735.705462962964,5853,-74812,0.005,4.5658,MLr_vmm,0.6,141,45718.0,45718.0,45783.0,"Sonsón - Antioquia, Colombia",Manual,5.853,-74.812,SONSÓN,ANTIOQUIA,756,05
43735.72381944444,9762,-73473,0.01,0.0001,MLr_4,0.3,286,45839.0,45839.0,45870.0,"Agustín Codazzi - Cesar, Colombia",Manual,9.762,-73.473,AGUSTÍN CODAZZI,CESAR,013,20
43737.10587962963,6804,-73456,0.003,4.5778,MLr_vmm,0.5,66,0.6,0.6,45901.0,"San Vicente de Chucurí - Santander, Colombia",Manual,6.804,-73.456,SAN VICENTE DE CHUCURÍ,SANTANDER,689,68
43737.25996527778,6017,-74214,0.005,4.5717,MLr_vmm,0.2,100,0.8,0.8,45690.0,"Bolivar - Santander, Colombia",Manual,6.017,-74.214,BOLÍVAR,SANTANDER,101,68
43737.385243055556,8937,-74107,0.032,4.5839,MLr_vmm,0.4,82,0.8,0.8,45778.0,"Barranco de Loba - Bolívar, Colombia",Manual,8.937,-74.107,BARRANCO DE LOBA,BOLÍVAR,074,13
43737.59606481482,6564,-74079,0.027,4.5748,MLr_vmm,0.4,124,45748.0,45748.0,45752.0,"Cimitarra - Santander, Colombia",Manual,6.564,-74.079,CIMITARRA,SANTANDER,190,68
43738.05505787037,6242,-73907,0.023,0.0002,MLr_vmm,0.4,131,0.8,0.8,45840.0,"Landázuri - Santander, Colombia",Manual,6.242,-73.907,LANDÁZURI,SANTANDER,385,68
43738.199525462966,8936,-74094,0.039,4.5658,MLr_vmm,0.4,81,45689.0,45689.0,45717.0,"Barranco de Loba - Bolívar, Colombia",Manual,8.936,-74.094,BARRANCO DE LOBA,BOLÍVAR,074,13
43738.24986111111,8822,-74043,0.025,4.5717,MLr_vmm,0.4,79,0.9,0.9,45902.0,"San Martin de Loba - Bolívar, Colombia",Manual,8.822,-74.043,SAN MARTÍN DE LOBA,BOLÍVAR,667,13
43738.35230324074,7600,-74029,0.036,4.5658,MLr_vmm,0.4,174,45839.0,45839.0,45840.0,"San Pablo - Bolívar, Colombia",Manual,7.6,-74.029,SAN PABLO,BOLÍVAR,670,13
43738.45111111111,6460,-73699,0.026,4.587,MLr_vmm,0.4,129,0.7,0.7,45690.0,"Vélez - Santander, Colombia",Manual,6.46,-73.699,VÉLEZ,SANTANDER,861,68
43739.167291666665,5964,-74556,0.003,8e-05,MLr_vmm,0.5,105,45870.0,45870.0,45875.0,"Puerto Boyacá - Boyacá, Colombia",Manual,5.964,-74.556,PUERTO BOYACÁ,BOYACÁ,572,15
43739.18210648148,7728,-73302,0.025,4.5809,MLr_vmm,0.4,105,0.6,0.6,45658.0,"La Esperanza - Norte de Santander, Colombia",Manual,7.728,-73.302,LA ESPERANZA,NORTE DE SANTANDER,385,54
43739.280752314815,7073,-73915,0.006,9e-05,MLr_vmm,0.5,136,45658.0,45658.0,45810.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,7.073,-73.915,YONDÓ (Casabe),ANTIOQUIA,893,05
43739.28665509259,7367,-74046,0.028,0.0001,MLr_vmm,0.2,94,0.4,0.4,45717.0,"Cantagallo - Bolívar, Colombia",Manual,7.367,-74.046,CANTAGALLO,BOLÍVAR,160,13
43739.45064814815,6549,-73883,0.04,4.5658,MLr_vmm,0.1,183,0.8,0.8,0.7,"Cimitarra - Santander, Colombia",Manual,6.549,-73.883,CIMITARRA,SANTANDER,190,68
43739.74899305555,6295,-74368,0.027,4.5748,MLr_vmm,0.2,117,1.0,1.0,45810.0,"Cimitarra - Santander, Colombia",Manual,6.295,-74.368,CIMITARRA,SANTANDER,190,68
43739.86871527778,5853,-74190,0.002,4.5717,MLr_vmm,0.7,114,45717.0,45717.0,45873.0,"Otanche - Boyacá, Colombia",Manual,5.853,-74.19,OTANCHE,BOYACÁ,507,15
43740.757997685185,6737,-73510,0.003,0.0001,MLr_vmm,0.3,105,0.4,0.4,45809.0,"El Carmen - Santander, Colombia",Manual,6.737,-73.51,EL CARMEN,SANTANDER,235,68
43740.960497685184,6272,-73819,0.034,4.581,MLr_vmm,0.5,125,0.8,0.8,45717.0,"Landázuri - Santander, Colombia",Manual,6.272,-73.819,LANDÁZURI,SANTANDER,385,68
43741.36344907407,9382,-73472,0.039,9e-05,MLr_4,0.2,173,0.8,0.8,0.9,"Chiriguaná - Cesar, Colombia",Manual,9.382,-73.472,CHIRIGUANÁ,CESAR,178,20
43742.05835648148,6131,-74430,0.035,4.5748,MLr_vmm,0.1,287,45840.0,45840.0,45780.0,"Bolivar - Santander, Colombia",Manual,6.131,-74.43,BOLÍVAR,SANTANDER,101,68
43744.32116898148,6166,-73696,0.016,9e-05,MLr_vmm,0.5,102,45717.0,45717.0,45780.0,"Vélez - Santander, Colombia",Manual,6.166,-73.696,VÉLEZ,SANTANDER,861,68
43744.59008101852,5991,-74223,0.015,4.5839,MLr_vmm,0.2,100,0.5,0.5,45839.0,"Bolivar - Santander, Colombia",Manual,5.991,-74.223,BOLÍVAR,SANTANDER,101,68
43745.0921875,8496,-74121,0.021,9e-05,MLr_vmm,0.1,179,0.6,0.6,45696.0,"Norosi - Bolívar, Colombia",Manual,8.496,-74.121,NOROSÍ,BOLÍVAR,490,13
43746.108923611115,6144,-74222,0.03,4.5658,MLr_vmm,0.3,98,45689.0,45689.0,45659.0,"Cimitarra - Santander, Colombia",Manual,6.144,-74.222,CIMITARRA,SANTANDER,190,68
43746.198275462964,6954,-74030,0.001,4.5809,MLr_vmm,0.6,140,1.0,1.0,45871.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,6.954,-74.03,YONDÓ (Casabe),ANTIOQUIA,893,05
43747.744675925926,6286,-74039,0.029,4.5778,MLr_vmm,0.3,113,0.8,0.8,45749.0,"Cimitarra - Santander, Colombia",Manual,6.286,-74.039,CIMITARRA,SANTANDER,190,68
43751.1596875,6599,-74259,0.017,4.5749,MLr_vmm,0.4,116,1.0,1.0,45748.0,"Cimitarra - Santander, Colombia",Manual,6.599,-74.259,CIMITARRA,SANTANDER,190,68
43751.21144675926,6673,-74599,0.004,8e-05,MLr_vmm,0.2,109,0.9,0.9,45660.0,"Yolombó - Antioquia, Colombia",Manual,6.673,-74.599,YOLOMBÓ,ANTIOQUIA,890,05
43751.950104166666,7497,-73962,0.017,4.587,MLr_vmm,0.5,153,45658.0,45658.0,45901.0,"San Pablo - Bolívar, Colombia",Manual,7.497,-73.962,SAN PABLO,BOLÍVAR,670,13
43752.67685185185,7044,-73837,0.006,4.5778,MLr_vmm,0.4,126,0.6,0.6,45778.0,"Barrancabermeja - Santander, Colombia",Manual,7.044,-73.837,BARRANCABERMEJA,SANTANDER,081,68
43755.97081018519,6286,-74045,0.037,4.5717,MLr_vmm,0.1,141,0.8,0.8,45778.0,"Cimitarra - Santander, Colombia",Manual,6.286,-74.045,CIMITARRA,SANTANDER,190,68
43756.35480324074,6044,-74274,0.003,9e-05,MLr_vmm,0.4,124,45717.0,45717.0,45693.0,"Puerto Boyacá - Boyacá, Colombia",Manual,6.044,-74.274,PUERTO BOYACÁ,BOYACÁ,572,15
43756.572604166664,5963,-74283,0.018,0.0001,MLr_vmm,0.3,130,0.8,0.8,45690.0,"Puerto Boyacá - Boyacá, Colombia",Manual,5.963,-74.283,PUERTO BOYACÁ,BOYACÁ,572,15
43757.36724537037,9047,-73937,0.039,4.587,MLr_vmm,0.4,127,45717.0,45717.0,45901.0,"El Banco - Magdalena, Colombia",Manual,9.047,-73.937,EL BANCO,MAGDALENA,245,47
43757.49130787037,9750,-73304,0.005,4.5689,MLr_4,0.3,147,0.7,0.7,45870.0,"Becerrill - Cesar, Colombia",Manual,9.75,-73.304,BECERRILL,CESAR,045,20
43758.40982638889,6350,-73718,0.047,4.5659,MLr_vmm,0.8,66,1.0,1.0,45721.0,"Vélez - Santander, Colombia",Manual,6.35,-73.718,VÉLEZ,SANTANDER,861,68
43758.59548611111,7096,-73918,0.016,4.587,MLr_vmm,0.4,74,0.7,0.7,45870.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,7.096,-73.918,YONDÓ (Casabe),ANTIOQUIA,893,05
43758.660578703704,6284,-74030,0.035,4.5658,MLr_vmm,0.3,91,0.6,0.6,45717.0,"Cimitarra - Santander, Colombia",Manual,6.284,-74.03,CIMITARRA,SANTANDER,190,68
43759.13743055556,6440,-74639,0.033,4.5748,MLr_vmm,0.4,130,45748.0,45748.0,45778.0,"Puerto Berrío - Antioquia, Colombia",Manual,6.44,-74.639,PUERTO BERRÍO,ANTIOQUIA,579,05
43759.290185185186,6850,-74515,0.013,4.5717,MLr_vmm,0.5,95,45658.0,45658.0,45691.0,"Remedios - Antioquia, Colombia",Manual,6.85,-74.515,REMEDIOS,ANTIOQUIA,604,05
43760.1346412037,7619,-73294,0.0,9e-05,MLr_vmm,0.3,182,45717.0,45717.0,45810.0,"Cáchira - Norte de Santander, Colombia",Manual,7.619,-73.294,CÁCHIRA,NORTE DE SANTANDER,128,54
43760.28119212963,6192,-74219,0.039,4.5717,MLr_vmm,0.2,115,0.9,0.9,45748.0,"Cimitarra - Santander, Colombia",Manual,6.192,-74.219,CIMITARRA,SANTANDER,190,68
43760.420590277776,7655,-73909,0.027,9e-05,MLr_vmm,0.9,89,45902.0,45902.0,45783.0,"San Pablo - Bolívar, Colombia",Manual,7.655,-73.909,SAN PABLO,BOLÍVAR,670,13
43761.04701388889,7165,-73832,0.0,8e-05,MLr_vmm,0.6,132,45871.0,45871.0,45783.0,"Barrancabermeja - Santander, Colombia",Manual,7.165,-73.832,BARRANCABERMEJA,SANTANDER,081,68
43762.468460648146,6200,-74302,0.017,4.5748,MLr_vmm,0.4,113,0.9,0.9,45749.0,"Cimitarra - Santander, Colombia",Manual,6.2,-74.302,CIMITARRA,SANTANDER,190,68
43762.67267361111,6685,-74490,0.028,4.5689,MLr_vmm,0.1,97,0.9,0.9,45717.0,"Puerto Berrío - Antioquia, Colombia",Manual,6.685,-74.49,PUERTO BERRÍO,ANTIOQUIA,579,05
43763.05583333333,6294,-74015,0.02,4.5659,MLr_vmm,1.0,57,45778.0,45778.0,45720.0,"Cimitarra - Santander, Colombia",Manual,6.294,-74.015,CIMITARRA,SANTANDER,190,68
43763.69762731482,6313,-74014,0.036,4.5689,MLr_vmm,0.3,84,45658.0,45658.0,45809.0,"Cimitarra - Santander, Colombia",Manual,6.313,-74.014,CIMITARRA,SANTANDER,190,68
43764.20612268519,6264,-74026,0.031,4.5748,MLr_vmm,0.4,79,45658.0,45658.0,45749.0,"Cimitarra - Santander, Colombia",Manual,6.264,-74.026,CIMITARRA,SANTANDER,190,68
43764.22366898148,6261,-74035,0.032,4.5748,MLr_vmm,0.1,156,0.5,0.5,0.8,"Cimitarra - Santander, Colombia",Manual,6.261,-74.035,CIMITARRA,SANTANDER,190,68
43764.50866898148,7315,-73598,0.025,9e-05,MLr_vmm,0.6,87,45809.0,45809.0,45751.0,"Sabana de Torres - Santander, Colombia",Manual,7.315,-73.598,SABANA DE TORRES,SANTANDER,655,68
43766.42866898148,6635,-73554,0.027,8e-05,MLr_vmm,0.3,68,0.9,0.9,45842.0,"El Carmen - Santander, Colombia",Manual,6.635,-73.554,EL CARMEN,SANTANDER,235,68
43766.95569444444,8554,-73598,0.029,4.5748,MLr_vmm,0.4,123,45809.0,45809.0,45690.0,"La Gloria - Cesar, Colombia",Manual,8.554,-73.598,LA GLORIA,CESAR,383,20
43767.431550925925,6286,-74014,0.03,9e-05,MLr_vmm,0.1,115,0.6,0.6,45872.0,"Cimitarra - Santander, Colombia",Manual,6.286,-74.014,CIMITARRA,SANTANDER,190,68
43767.85837962963,5987,-74286,0.019,4.5839,MLr_vmm,0.4,64,0.7,0.7,45809.0,"Puerto Boyacá - Boyacá, Colombia",Manual,5.987,-74.286,PUERTO BOYACÁ,BOYACÁ,572,15
43769.07344907407,8054,-73747,0.014,4.5689,MLr_vmm,0.5,144,45718.0,45718.0,6.0,"Aguachica - Cesar, Colombia",Manual,8.054,-73.747,AGUACHICA,CESAR,011,20
43769.15472222222,7471,-73947,0.028,9e-05,MLr_vmm,0.5,132,45748.0,45748.0,45872.0,"San Pablo - Bolívar, Colombia",Manual,7.471,-73.947,SAN PABLO,BOLÍVAR,670,13
43770.32916666667,7172,-74084,0.018,4.5748,MLr_vmm,0.6,81,45658.0,45658.0,45871.0,"Cantagallo - Bolívar, Colombia",Manual,7.172,-74.084,CANTAGALLO,BOLÍVAR,160,13
43770.38116898148,6749,-74183,0.022,4.5689,MLr_vmm,0.3,125,0.6,0.6,45691.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,6.749,-74.183,YONDÓ (Casabe),ANTIOQUIA,893,05
43770.62173611111,7050,-73440,0.025,4.5748,MLr_vmm,0.6,51,0.8,0.8,45870.0,"Betulia - Santander, Colombia",Manual,7.05,-73.44,BETULIA,SANTANDER,092,68
43771.30893518519,7382,-73130,0.002,0.0001,MLr_vmm,0.5,105,0.8,0.8,45691.0,"Rionegro - Santander, Colombia",Manual,7.382,-73.13,RIONEGRO,SANTANDER,615,68
43771.32914351852,8450,-74181,0.035,4.5717,MLr_vmm,0.5,220,3.0,3.0,45840.0,"Norosi - Bolívar, Colombia",Manual,8.45,-74.181,NOROSÍ,BOLÍVAR,490,13
43771.424467592595,6114,-74197,0.026,4.5658,MLr_vmm,0.3,96,0.6,0.6,45690.0,"Cimitarra - Santander, Colombia",Manual,6.114,-74.197,CIMITARRA,SANTANDER,190,68
43771.62060185185,8565,-73598,0.002,0.0001,MLr_vmm,0.3,135,45658.0,45658.0,45660.0,"La Gloria - Cesar, Colombia",Manual,8.565,-73.598,LA GLORIA,CESAR,383,20
43772.194872685184,9019,-73625,0.024,9e-05,MLr_vmm,0.2,137,45717.0,45717.0,45876.0,"Pailitas - Cesar, Colombia",Manual,9.019,-73.625,PAILITAS,CESAR,517,20
43772.645162037035,7627,-73992,0.022,4.5717,MLr_vmm,0.3,98,0.6,0.6,5.0,"San Pablo - Bolívar, Colombia",Manual,7.627,-73.992,SAN PABLO,BOLÍVAR,670,13
43772.98841435185,7170,-74147,0.032,0.0001,MLr_vmm,0.4,170,45717.0,45717.0,45693.0,"Cantagallo - Bolívar, Colombia",Manual,7.17,-74.147,CANTAGALLO,BOLÍVAR,160,13
43773.01195601852,6328,-74728,0.006,4.5901,MLr_vmm,0.6,125,1.0,1.0,45749.0,"Caracolí - Antioquia, Colombia",Manual,6.328,-74.728,CARACOLÍ,ANTIOQUIA,142,05
43773.32319444444,6291,-74017,0.034,4.5778,MLr_vmm,0.2,82,0.4,0.4,0.8,"Cimitarra - Santander, Colombia",Manual,6.291,-74.017,CIMITARRA,SANTANDER,190,68
43773.62532407408,7547,-74229,0.025,0.0001,MLr_vmm,0.3,200,45717.0,45717.0,45663.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.547,-74.229,SANTA ROSA DEL SUR,BOLÍVAR,688,13
43774.25732638889,5924,-73936,0.018,4.5748,MLr_vmm,0.8,115,2.0,2.0,45904.0,"La Belleza - Santander, Colombia",Manual,5.924,-73.936,LA BELLEZA,SANTANDER,377,68
43774.53555555556,6745,-73346,0.018,4.5658,MLr_vmm,0.4,125,0.9,0.9,45689.0,"Galán - Santander, Colombia",Manual,6.745,-73.346,GALÁN,SANTANDER,296,68
43775.156481481485,6890,-74076,0.025,4.5658,MLr_vmm,0.7,145,45812.0,45812.0,45722.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,6.89,-74.076,YONDÓ (Casabe),ANTIOQUIA,893,05
43775.306979166664,6482,-73912,0.037,4.5717,MLr_vmm,0.4,103,0.7,0.7,1.0,"Cimitarra - Santander, Colombia",Manual,6.482,-73.912,CIMITARRA,SANTANDER,190,68
43775.42648148148,6283,-74019,0.033,4.5717,MLr_vmm,0.4,91,0.8,0.8,45870.0,"Cimitarra - Santander, Colombia",Manual,6.283,-74.019,CIMITARRA,SANTANDER,190,68
43775.4946412037,8953,-73877,0.041,4.5809,MLr_vmm,0.4,191,45662.0,45662.0,12.0,"El Peñón - Bolívar, Colombia",Manual,8.953,-73.877,EL PEÑÓN,BOLÍVAR,268,13
43775.95774305556,9767,-73751,0.033,4.5658,MLr_4,0.4,114,45658.0,45658.0,45718.0,"El Paso - Cesar, Colombia",Manual,9.767,-73.751,EL PASO,CESAR,250,20
43776.14225694445,6040,-74312,-0.002,0.0001,MLr_vmm,0.4,72,45689.0,45689.0,45811.0,"Puerto Boyacá - Boyacá, Colombia",Manual,6.04,-74.312,PUERTO BOYACÁ,BOYACÁ,572,15
43776.164375,7067,-74036,0.03,4.5748,MLr_vmm,1.0,76,45901.0,45901.0,45719.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,7.067,-74.036,YONDÓ (Casabe),ANTIOQUIA,893,05
43776.18997685185,7464,-74136,0.039,4.5689,MLr_vmm,0.4,132,0.9,0.9,45717.0,"San Pablo - Bolívar, Colombia",Manual,7.464,-74.136,SAN PABLO,BOLÍVAR,670,13
43776.270590277774,9012,-74065,0.031,0.0001,MLr_vmm,0.1,230,45658.0,45658.0,45750.0,"Hatillo de Loba - Bolívar, Colombia",Manual,9.012,-74.065,HATILLO DE LOBA,BOLÍVAR,300,13
43777.35361111111,9616,-73769,0.004,9e-05,MLr_4,0.3,96,0.9,0.9,45749.0,"El Paso - Cesar, Colombia",Manual,9.616,-73.769,EL PASO,CESAR,250,20
43778.164930555555,7366,-73134,0.002,4.5689,MLr_vmm,0.7,103,0.9,0.9,45902.0,"Rionegro - Santander, Colombia",Manual,7.366,-73.134,RIONEGRO,SANTANDER,615,68
43778.39221064815,7680,-73782,0.043,4.5658,MLr_vmm,0.1,169,45658.0,45658.0,45661.0,"Puerto Wilches - Santander, Colombia",Manual,7.68,-73.782,PUERTO WILCHES,SANTANDER,575,68
43778.48583333333,6683,-73482,0.029,0.0002,MLr_vmm,0.7,53,1.0,1.0,45839.0,"El Carmen - Santander, Colombia",Manual,6.683,-73.482,EL CARMEN,SANTANDER,235,68
43778.75471064815,7094,-73936,0.02,4.5779,MLr_vmm,0.8,44,0.8,0.8,45809.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,7.094,-73.936,YONDÓ (Casabe),ANTIOQUIA,893,05
43779.285520833335,6484,-74250,0.019,4.5658,MLr_vmm,0.5,131,45901.0,45901.0,45779.0,"Cimitarra - Santander, Colombia",Manual,6.484,-74.25,CIMITARRA,SANTANDER,190,68
43779.30438657408,7304,-73629,0.041,0.0001,MLr_vmm,0.7,57,45839.0,45839.0,45902.0,"Sabana de Torres - Santander, Colombia",Manual,7.304,-73.629,SABANA DE TORRES,SANTANDER,655,68
43779.47591435185,8431,-74162,0.024,4.5717,MLr_vmm,0.3,207,45717.0,45717.0,45718.0,"Norosi - Bolívar, Colombia",Manual,8.431,-74.162,NOROSÍ,BOLÍVAR,490,13
43779.49180555555,9109,-73647,0.024,0.0001,MLr_vmm,0.2,134,45658.0,45658.0,45811.0,"Curumaní - Cesar, Colombia",Manual,9.109,-73.647,CURUMANÍ,CESAR,228,20
43779.97251157407,9500,-73550,0.021,7e-05,MLr_4,0.4,96,45658.0,45658.0,45839.0,"Chiriguaná - Cesar, Colombia",Manual,9.5,-73.55,CHIRIGUANÁ,CESAR,178,20
43780.33349537037,8962,-73608,0.04,0.0001,MLr_vmm,0.1,141,1.0,1.0,45842.0,"Pailitas - Cesar, Colombia",Manual,8.962,-73.608,PAILITAS,CESAR,517,20
43780.44951388889,9708,-73549,0.016,4.5748,MLr_4,0.4,110,1.0,1.0,45689.0,"Becerrill - Cesar, Colombia",Manual,9.708,-73.549,BECERRILL,CESAR,045,20
43780.449641203704,9709,-73572,0.018,4.5689,MLr_4,0.1,176,45748.0,45748.0,45690.0,"Becerrill - Cesar, Colombia",Manual,9.709,-73.572,BECERRILL,CESAR,045,20
43780.65603009259,8804,-73630,0.024,4.5658,MLr_vmm,0.3,143,45717.0,45717.0,45661.0,"Pelaya - Cesar, Colombia",Manual,8.804,-73.63,PELAYA,CESAR,550,20
43780.71239583333,6673,-74540,0.017,4.5778,MLr_vmm,0.6,73,0.9,0.9,45809.0,"Yolombó - Antioquia, Colombia",Manual,6.673,-74.54,YOLOMBÓ,ANTIOQUIA,890,05
