Fecha-Hora  (UTC),Lat(°),Long(°),Prof(Km),Mag.,Tipo Mag.,Rms(Seg),Gap(°),Error Lat(Km),Error Long(Km),Error Prof(Km),Region,Estado,lat_corregida,lon_corregida,municipio,departamento,cod_municipio,cod_departamento
41855.12930555556,7872,-74364,45.729,4.5809,MLr_vmm,0.3,145,45748.0,45809.0,45843.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.872,-74.364,MONTECRISTO,BOLÍVAR,458,13
41855.212789351855,7663,-74084,45.886,9e-05,MLr_vmm,0.4,133,45780.0,45840.0,45872.0,"San Pablo - Bolívar, Colombia",Manual,7.663,-74.084,SIMITÍ,BOLÍVAR,744,13
41856.20815972222,8602,-74259,0.0,4.5748,MLr_vmm,0.6,195,45692.0,45781.0,45847.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.602,-74.259,TIQUISIO (Puerto Rico),BOLÍVAR,810,13
41856.3627662037,8170,-74318,45.887,0.0001,MLr_vmm,0.3,163,45902.0,45691.0,45784.0,"Montecristo - Bolívar, Colombia",Manual,8.17,-74.318,ARENAL,BOLÍVAR,042,13
41857.71576388889,7152,-74223,0.0,0.0001,MLr_vmm,0.4,106,45690.0,45690.0,45723.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,7.152,-74.223,CANTAGALLO,BOLÍVAR,160,13
41859.27141203704,6979,-73486,45.694,4.5717,MLr_vmm,0.5,127,45840.0,45840.0,45875.0,"San Vicente de Chucurí - Santander, Colombia",Manual,6.979,-73.486,SAN VICENTE DE CHUCURÍ,SANTANDER,689,68
41860.775555555556,7925,-73745,0.0373,0.0001,MLr_vmm,0.2,115,45901.0,45718.0,45878.0,"Simití - Bolívar, Colombia",Manual,7.925,-73.745,PUERTO WILCHES,SANTANDER,575,68
41860.893125,8226,-74344,0.034,4.587,MLr_vmm,0.4,170,45660.0,45780.0,45781.0,"Montecristo - Bolívar, Colombia",Manual,8.226,-74.344,RIOVIEJO,BOLÍVAR,600,13
41861.505057870374,7297,-74012,45.763,4.5717,MLr_vmm,0.3,80,45839.0,2.0,45720.0,"Puerto Wilches - Santander, Colombia",Manual,7.297,-74.012,CANTAGALLO,BOLÍVAR,160,13
41863.44951388889,8477,-73075,0.0,4.5839,MLr_vmm,0.3,234,45660.0,45780.0,45813.0,"El Tarra - Norte de Santander, Colombia",Manual,8.477,-73.075,SAN CALIXTO,NORTE DE SANTANDER,670,54
41866.030023148145,8386,-74437,0.015,4.569,MLr_vmm,0.5,196,45720.0,4.0,45875.0,"Montecristo - Bolívar, Colombia",Manual,8.386,-74.437,TIQUISIO (Puerto Rico),BOLÍVAR,810,13
41867.06890046296,7578,-73948,0.0355,4.5659,MLr_vmm,0.4,60,45810.0,45810.0,45811.0,"San Pablo - Bolívar, Colombia",Manual,7.578,-73.948,SAN PABLO,BOLÍVAR,670,13
41867.077881944446,7148,-74206,0.0,5e-05,MLr_vmm,0.4,178,45810.0,45903.0,45909.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,7.148,-74.206,CANTAGALLO,BOLÍVAR,160,13
41869.56429398148,8382,-73832,0.0362,5e-05,MLr_vmm,0.1,134,45809.0,45659.0,45780.0,"Arenal - Bolívar, Colombia",Manual,8.382,-73.832,MORALES,BOLÍVAR,473,13
41871.143541666665,8620,-74166,0.038,8e-05,MLr_vmm,0.1,214,45870.0,45779.0,45659.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.62,-74.166,TIQUISIO (Puerto Rico),BOLÍVAR,810,13
41871.32761574074,9210,-74025,45.887,9e-05,MLr_vmm,0.2,321,45841.0,45842.0,45841.0,"Guamal - Magdalena, Colombia",Manual,9.21,-74.025,EL BANCO,MAGDALENA,245,47
41871.38421296296,8845,-73335,0.0,4.5748,MLr_vmm,0.3,250,45812.0,45691.0,7.0,"Pailitas - Cesar, Colombia",Manual,8.845,-73.335,EL CARMEN,NORTE DE SANTANDER,245,54
41872.11607638889,9130,-73458,45.904,4.5748,MLr_vmm,0.4,290,45662.0,45781.0,45695.0,"Curumaní - Cesar, Colombia",Manual,9.13,-73.458,CHIMICHAGUA,CESAR,175,20
41872.4228125,6796,-73862,45.868,4.5689,MLr_vmm,0.3,282,4.0,45781.0,45693.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,6.796,-73.862,SIMACOTA,SANTANDER,745,68
41872.51652777778,8696,-73522,45.915,9e-05,MLr_vmm,0.4,278,45843.0,45754.0,45722.0,"Pelaya - Cesar, Colombia",Manual,8.696,-73.522,LA GLORIA,CESAR,383,20
41872.76163194444,7347,-73938,0.0342,4.5689,MLr_vmm,0.3,202,45721.0,45908.0,5.0,"Puerto Wilches - Santander, Colombia",Manual,7.347,-73.938,CANTAGALLO,BOLÍVAR,160,13
41874.475069444445,7727,-73760,0.0389,4.5689,MLr_vmm,0.2,90,45809.0,45778.0,45839.0,"San Pablo - Bolívar, Colombia",Manual,7.727,-73.76,PUERTO WILCHES,SANTANDER,575,68
41874.483449074076,8862,-73465,0.024,7e-05,MLr_vmm,0.1,295,45902.0,45660.0,6.0,"Pailitas - Cesar, Colombia",Manual,8.862,-73.465,PAILITAS,CESAR,517,20
41874.873148148145,8388,-74155,0.035,5.9999999999999995e-05,MLr_vmm,0.1,200,45658.0,45690.0,45691.0,"Norosí - Bolívar, Colombia",Manual,8.388,-74.155,RIOVIEJO,BOLÍVAR,600,13
41875.32063657408,7590,-74153,45.868,5.9999999999999995e-05,MLr_vmm,0.2,237,45870.0,3.0,45660.0,"San Pablo - Bolívar, Colombia",Manual,7.59,-74.153,SIMITÍ,BOLÍVAR,744,13
41876.297060185185,7844,-74338,45.884,0.0001,MLr_vmm,0.2,140,45689.0,45839.0,45660.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.844,-74.338,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41876.59711805556,8452,-73417,45.717,7e-05,MLr_vmm,0.2,279,45871.0,45664.0,45697.0,"González - Cesar, Colombia",Manual,8.452,-73.417,EL CARMEN,NORTE DE SANTANDER,245,54
41877.912453703706,8104,-74166,45.745,9e-05,MLr_vmm,0.1,202,1.0,45902.0,4.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,8.104,-74.166,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41878.241574074076,8212,-73429,45.763,7e-05,MLr_vmm,0.2,150,45778.0,45810.0,45721.0,"Ocaña - Norte de Santander, Colombia",Manual,8.212,-73.429,RÍO DE ORO,CESAR,614,20
41878.309166666666,7154,-74199,0.0,5e-05,MLr_vmm,0.1,178,45689.0,45690.0,45841.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,7.154,-74.199,CANTAGALLO,BOLÍVAR,160,13
41878.41454861111,8451,-74112,45.686,2.9999999999999997e-05,MLr_vmm,0.1,191,1.0,45901.0,45660.0,"Norosí - Bolívar, Colombia",Manual,8.451,-74.112,NOROSÍ,BOLÍVAR,490,13
41879.06774305556,7340,-73999,45.804,0.0001,MLr_vmm,0.3,81,45839.0,45749.0,45783.0,"Cantagallo - Bolívar, Colombia",Manual,7.34,-73.999,CANTAGALLO,BOLÍVAR,160,13
41880.04653935185,8743,-73647,0.0332,9e-05,MLr_vmm,0.3,247,45904.0,45661.0,45841.0,"Pelaya - Cesar, Colombia",Manual,8.743,-73.647,PELAYA,CESAR,550,20
41880.08938657407,9055,-74407,45.888,4.5717,MLr_vmm,0.3,318,45721.0,45873.0,45873.0,"Pinillos - Bolívar, Colombia",Manual,9.055,-74.407,SAN FERNANDO,BOLÍVAR,650,13
41881.499340277776,8455,-74072,0.0352,7e-05,MLr_vmm,0.2,182,45809.0,45902.0,45661.0,"Norosí - Bolívar, Colombia",Manual,8.455,-74.072,RIOVIEJO,BOLÍVAR,600,13
41881.53795138889,8420,-74217,0.03,5e-05,MLr_vmm,0.1,213,1.0,45690.0,45780.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.42,-74.217,NOROSÍ,BOLÍVAR,490,13
41881.562893518516,7225,-74164,45.662,0.0001,MLr_vmm,0.2,99,45658.0,45809.0,45751.0,"Puerto Wilches - Santander, Colombia",Manual,7.225,-74.164,CANTAGALLO,BOLÍVAR,160,13
41883.067777777775,6932,-73683,0.0,9e-05,MLr_vmm,0.4,240,45843.0,9.0,45878.0,"Barrancabermeja - Santander, Colombia",Manual,6.932,-73.683,BARRANCABERMEJA,SANTANDER,081,68
41883.21303240741,8111,-74418,0.0492,5.9999999999999995e-05,MLr_vmm,0.1,244,45778.0,45811.0,45721.0,"Montecristo - Bolívar, Colombia",Manual,8.111,-74.418,MONTECRISTO,BOLÍVAR,458,13
41883.454733796294,7347,-73253,0.0357,8e-05,MLr_vmm,0.2,302,4.0,45719.0,45901.0,"Rionegro - Santander, Colombia",Manual,7.347,-73.253,RIONEGRO,SANTANDER,615,68
41883.98774305556,6968,-74050,45.658,0.0002,MLr_vmm,0.5,110,45840.0,45779.0,45876.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,6.968,-74.05,YONDÓ (Casabe),ANTIOQUIA,893,05
41884.0384837963,6978,-74030,0.002,5e-05,MLr_vmm,0.3,156,45901.0,45690.0,45783.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,6.978,-74.03,YONDÓ (Casabe),ANTIOQUIA,893,05
41884.24836805555,6986,-74050,0.0,8e-05,MLr_vmm,0.3,152,45839.0,2.0,45905.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,6.986,-74.05,YONDÓ (Casabe),ANTIOQUIA,893,05
41884.335694444446,9060,-73659,0.0416,4.5809,MLr_vmm,0.3,280,45842.0,45841.0,45877.0,"Pailitas - Cesar, Colombia",Manual,9.06,-73.659,CHIMICHAGUA,CESAR,175,20
41886.50446759259,8429,-74142,0.026,5e-05,MLr_vmm,0.1,198,0.8,45809.0,45810.0,"Norosí - Bolívar, Colombia",Manual,8.429,-74.142,NOROSÍ,BOLÍVAR,490,13
41887.27164351852,7726,-74192,0.0,8e-05,MLr_vmm,0.3,131,2.0,45839.0,45722.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.726,-74.192,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41887.40046296296,7889,-74158,45.918,5e-05,MLr_vmm,0.2,125,45870.0,45871.0,45872.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.889,-74.158,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41888.21127314815,9114,-74338,45.868,4.5689,MLr_vmm,0.4,291,45906.0,45815.0,45875.0,"Margarita - Bolívar, Colombia",Manual,9.114,-74.338,SAN FERNANDO,BOLÍVAR,650,13
41888.327673611115,8390,-74225,0.0337,9e-05,MLr_vmm,0.1,214,45658.0,45659.0,45660.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.39,-74.225,NOROSÍ,BOLÍVAR,490,13
41888.70458333333,9045,-74421,45.795,0.0001,MLr_vmm,0.3,317,45721.0,45752.0,5.0,"Pinillos - Bolívar, Colombia",Manual,9.045,-74.421,SAN FERNANDO,BOLÍVAR,650,13
41888.85334490741,7838,-74335,45.806,5e-05,MLr_vmm,0.1,162,45901.0,45809.0,45664.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.838,-74.335,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41889.32287037037,8379,-74250,45.732,5.9999999999999995e-05,MLr_vmm,0.1,218,0.7,45839.0,45873.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.379,-74.25,NOROSÍ,BOLÍVAR,490,13
41890.277650462966,7218,-74073,0.0,5.9999999999999995e-05,MLr_vmm,0.1,182,45717.0,1.0,45811.0,"Puerto Wilches - Santander, Colombia",Manual,7.218,-74.073,CANTAGALLO,BOLÍVAR,160,13
41890.32434027778,6945,-74096,0.0,5.9999999999999995e-05,MLr_vmm,0.2,155,45839.0,45870.0,45874.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,6.945,-74.096,YONDÓ (Casabe),ANTIOQUIA,893,05
41891.374560185184,8459,-74356,45.907,9e-05,MLr_vmm,0.2,192,45809.0,45690.0,45692.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.459,-74.356,TIQUISIO (Puerto Rico),BOLÍVAR,810,13
41892.35086805555,8965,-73866,0.029,0.0001,MLr_vmm,0.1,277,45690.0,45839.0,45750.0,"El Peñón - Bolívar, Colombia",Manual,8.965,-73.866,EL BANCO,MAGDALENA,245,47
41892.96802083333,7472,-73843,0.036899999999999995,4.5718,MLr_vmm,0.4,58,45659.0,2.0,45749.0,"San Pablo - Bolívar, Colombia",Manual,7.472,-73.843,PUERTO WILCHES,SANTANDER,575,68
41892.96885416667,7476,-73846,0.0363,4.5839,MLr_vmm,0.3,111,45659.0,45690.0,45718.0,"San Pablo - Bolívar, Colombia",Manual,7.476,-73.846,PUERTO WILCHES,SANTANDER,575,68
41893.60947916667,8989,-73942,45.702,4.5778,MLr_vmm,0.2,286,45751.0,45749.0,45781.0,"El Peñón - Bolívar, Colombia",Manual,8.989,-73.942,EL BANCO,MAGDALENA,245,47
41893.62547453704,7204,-74024,45.862,4.5689,MLr_vmm,0.2,250,45691.0,45872.0,45697.0,"Puerto Wilches - Santander, Colombia",Manual,7.204,-74.024,CANTAGALLO,BOLÍVAR,160,13
41893.75011574074,7689,-74036,45.742,4.5717,MLr_vmm,0.3,109,45718.0,45779.0,45842.0,"San Pablo - Bolívar, Colombia",Manual,7.689,-74.036,SIMITÍ,BOLÍVAR,744,13
41894.36628472222,8647,-74173,0.03,4.5689,MLr_vmm,0.2,183,2.0,45870.0,45840.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.647,-74.173,TIQUISIO (Puerto Rico),BOLÍVAR,810,13
41894.59506944445,8624,-74178,0.034,9e-05,MLr_vmm,0.3,219,3.0,45692.0,45814.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.624,-74.178,TIQUISIO (Puerto Rico),BOLÍVAR,810,13
41894.74207175926,8402,-74130,0.029,5.9999999999999995e-05,MLr_vmm,0.1,195,45748.0,45718.0,3.0,"Norosí - Bolívar, Colombia",Manual,8.402,-74.13,RIOVIEJO,BOLÍVAR,600,13
41895.133576388886,8904,-74103,45.927,4.5717,MLr_vmm,0.3,310,45662.0,45751.0,45721.0,"Barranco de Loba - Bolívar, Colombia",Manual,8.904,-74.103,BARRANCO DE LOBA,BOLÍVAR,074,13
41896.943090277775,6547,-74152,45.89,0.0003,MLr_vmm,0.6,181,45813.0,45660.0,45785.0,"Puerto Parra - Santander, Colombia",Manual,6.547,-74.152,CIMITARRA,SANTANDER,190,68
41897.37825231482,8646,-73436,45.727,7e-05,MLr_vmm,0.2,287,45902.0,45843.0,45782.0,"El Carmen - Norte de Santander, Colombia",Manual,8.646,-73.436,EL CARMEN,NORTE DE SANTANDER,245,54
41897.429872685185,6785,-73897,0.0292,4.5717,MLr_vmm,0.2,141,45659.0,45659.0,45754.0,"Puerto Parra - Santander, Colombia",Manual,6.785,-73.897,SIMACOTA,SANTANDER,745,68
41897.452997685185,8363,-74270,0.014,4.587,MLr_vmm,0.2,170,45779.0,45690.0,45720.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.363,-74.27,RIOVIEJO,BOLÍVAR,600,13
41900.2571875,8566,-74194,0.0499,4.5748,MLr_vmm,0.2,284,45691.0,45904.0,45904.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.566,-74.194,TIQUISIO (Puerto Rico),BOLÍVAR,810,13
41901.54552083334,8469,-74150,45.771,8e-05,MLr_vmm,0.1,200,0.8,45809.0,45902.0,"Norosí - Bolívar, Colombia",Manual,8.469,-74.15,NOROSÍ,BOLÍVAR,490,13
41902.177511574075,7645,-74036,0.030199999999999998,9e-05,MLr_vmm,0.2,162,45839.0,45780.0,45903.0,"San Pablo - Bolívar, Colombia",Manual,7.645,-74.036,SAN PABLO,BOLÍVAR,670,13
41902.32824074074,7826,-74116,0.027,0.0001,MLr_vmm,0.1,216,45658.0,45749.0,45841.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.826,-74.116,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41903.287152777775,6969,-74039,0.0332,9e-05,MLr_vmm,0.2,256,45660.0,45661.0,45694.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,6.969,-74.039,YONDÓ (Casabe),ANTIOQUIA,893,05
41905.710625,7195,-74053,0.0357,0.0001,MLr_vmm,0.2,107,45870.0,45659.0,4.0,"Puerto Wilches - Santander, Colombia",Manual,7.195,-74.053,CANTAGALLO,BOLÍVAR,160,13
41905.782476851855,7765,-74175,45.833,4.5658,MLr_vmm,0.0,244,45658.0,45870.0,45871.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.765,-74.175,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41906.13267361111,7190,-74091,0.0,7e-05,MLr_vmm,0.2,189,45690.0,45901.0,45752.0,"Puerto Wilches - Santander, Colombia",Manual,7.19,-74.091,CANTAGALLO,BOLÍVAR,160,13
41907.90534722222,7366,-74027,45.673,0.0001,MLr_vmm,0.4,209,45661.0,45749.0,45843.0,"Cantagallo - Bolívar, Colombia",Manual,7.366,-74.027,CANTAGALLO,BOLÍVAR,160,13
41908.10459490741,7336,-74047,45.673,8e-05,MLr_vmm,0.4,153,45718.0,45719.0,45815.0,"Cantagallo - Bolívar, Colombia",Manual,7.336,-74.047,CANTAGALLO,BOLÍVAR,160,13
41908.13480324074,7188,-74093,45.779,4.5658,MLr_vmm,0.1,107,0.9,45658.0,45692.0,"Puerto Wilches - Santander, Colombia",Manual,7.188,-74.093,CANTAGALLO,BOLÍVAR,160,13
41908.20513888889,7344,-74027,45.705,0.0001,MLr_vmm,0.2,170,45779.0,5.0,45841.0,"Cantagallo - Bolívar, Colombia",Manual,7.344,-74.027,CANTAGALLO,BOLÍVAR,160,13
41908.6066087963,8409,-74197,45.897,5e-05,MLr_vmm,0.1,209,1.0,45718.0,45872.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.409,-74.197,NOROSÍ,BOLÍVAR,490,13
41909.21177083333,7724,-74185,0.0,8e-05,MLr_vmm,0.2,125,45809.0,45778.0,45843.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.724,-74.185,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41909.385983796295,7345,-74029,45.674,4.581,MLr_vmm,0.4,77,45778.0,45870.0,45841.0,"Cantagallo - Bolívar, Colombia",Manual,7.345,-74.029,CANTAGALLO,BOLÍVAR,160,13
41909.69112268519,7973,-73643,0.0416,8e-05,MLr_vmm,0.2,131,45778.0,2.0,45814.0,"San Martín - Cesar, Colombia",Manual,7.973,-73.643,SAN MARTÍN,CESAR,770,20
41910.39466435185,7145,-74360,45.669,4.5659,MLr_vmm,0.4,116,45779.0,45718.0,45755.0,"Segovia - Antioquia, Colombia",Manual,7.145,-74.36,SAN PABLO,BOLÍVAR,670,13
41910.59287037037,7721,-74188,0.024,4.5658,MLr_vmm,0.1,256,45901.0,45811.0,45841.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.721,-74.188,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41911.70211805555,7929,-73728,0.0,4.5658,MLr_vmm,0.2,113,45809.0,45840.0,45663.0,"Simití - Bolívar, Colombia",Manual,7.929,-73.728,PUERTO WILCHES,SANTANDER,575,68
41911.981400462966,7356,-73938,45.806,4.5658,MLr_vmm,0.2,140,45689.0,2.0,45751.0,"Cantagallo - Bolívar, Colombia",Manual,7.356,-73.938,CANTAGALLO,BOLÍVAR,160,13
41912.162881944445,7532,-73758,45.785,9e-05,MLr_vmm,0.3,96,45839.0,45718.0,45721.0,"San Pablo - Bolívar, Colombia",Manual,7.532,-73.758,SABANA DE TORRES,SANTANDER,655,68
41913.46895833333,9019,-74235,45.746,0.0001,MLr_vmm,0.2,316,45751.0,45662.0,45691.0,"Guamal - Magdalena, Colombia",Manual,9.019,-74.235,MARGARITA,BOLÍVAR,440,13
41913.53886574074,8362,-74287,45.708,5.9999999999999995e-05,MLr_vmm,0.1,224,1.0,45718.0,45843.0,"Montecristo - Bolívar, Colombia",Manual,8.362,-74.287,TIQUISIO (Puerto Rico),BOLÍVAR,810,13
41914.823958333334,7857,-73139,45.754,4.5689,MLr_vmm,0.2,165,1.0,45717.0,45779.0,"Cáchira - Norte de Santander, Colombia",Manual,7.857,-73.139,ÁBREGO,NORTE DE SANTANDER,003,54
41914.86677083333,7069,-73359,45.715,4.5719,MLr_vmm,0.4,235,45811.0,45842.0,45874.0,"Lebrija - Santander, Colombia",Manual,7.069,-73.359,GIRÓN,SANTANDER,307,68
41915.293391203704,8701,-74287,45.862,4.5717,MLr_vmm,0.3,220,45692.0,45719.0,45877.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.701,-74.287,PINILLOS,BOLÍVAR,549,13
41915.305439814816,8663,-73936,45.765,0.0001,MLr_vmm,0.2,158,45901.0,45839.0,3.0,"Regidor - Bolívar, Colombia",Manual,8.663,-73.936,REGIDOR,BOLÍVAR,580,13
41916.97550925926,7177,-73340,0.037399999999999996,4.5748,MLr_vmm,0.4,184,45721.0,45902.0,45662.0,"Lebrija - Santander, Colombia",Manual,7.177,-73.34,LEBRIJA,SANTANDER,406,68
41918.417719907404,7922,-73962,0.0366,4.5748,MLr_vmm,0.3,109,45717.0,45901.0,45904.0,"Simití - Bolívar, Colombia",Manual,7.922,-73.962,SIMITÍ,BOLÍVAR,744,13
41918.84811342593,8466,-74176,45.923,4.5809,MLr_vmm,0.2,206,45778.0,45749.0,45904.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.466,-74.176,NOROSÍ,BOLÍVAR,490,13
41919.07699074074,7922,-73746,0.037399999999999996,0.0001,MLr_vmm,0.3,109,45839.0,3.0,45725.0,"Simití - Bolívar, Colombia",Manual,7.922,-73.746,PUERTO WILCHES,SANTANDER,575,68
41919.09113425926,7714,-73747,0.0395,4.5689,MLr_vmm,0.2,90,45809.0,45870.0,45659.0,"San Pablo - Bolívar, Colombia",Manual,7.714,-73.747,RIONEGRO,SANTANDER,615,68
41919.72405092593,8558,-73480,45.846,4.5717,MLr_vmm,0.5,221,45904.0,45873.0,5.0,"El Carmen - Norte de Santander, Colombia",Manual,8.558,-73.48,EL CARMEN,NORTE DE SANTANDER,245,54
41920.27238425926,8396,-74241,0.032299999999999995,7e-05,MLr_vmm,0.1,217,0.8,45870.0,45871.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.396,-74.241,NOROSÍ,BOLÍVAR,490,13
41921.325162037036,8600,-73714,0.0391,4.5658,MLr_vmm,0.2,185,45841.0,45871.0,45902.0,"Pelaya - Cesar, Colombia",Manual,8.6,-73.714,LA GLORIA,CESAR,383,20
41922.33452546296,7233,-74251,45.668,9e-05,MLr_vmm,0.2,254,45778.0,45810.0,45875.0,"Cantagallo - Bolívar, Colombia",Manual,7.233,-74.251,CANTAGALLO,BOLÍVAR,160,13
41922.35986111111,7726,-74192,0.0,8e-05,MLr_vmm,0.1,126,45689.0,45689.0,45812.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.726,-74.192,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41923.04158564815,7927,-73254,45.699,0.0001,MLr_vmm,0.2,149,45689.0,45870.0,45663.0,"Ábrego - Norte de Santander, Colombia",Manual,7.927,-73.254,ÁBREGO,NORTE DE SANTANDER,003,54
41923.82221064815,7697,-73761,0.047200000000000006,0.0001,MLr_vmm,0.0,87,45658.0,45658.0,45780.0,"San Pablo - Bolívar, Colombia",Manual,7.697,-73.761,PUERTO WILCHES,SANTANDER,575,68
41924.086863425924,7990,-73389,45.868,4.5809,MLr_vmm,0.3,153,45870.0,45750.0,45782.0,"San Martín - Cesar, Colombia",Manual,7.99,-73.389,SAN MARTÍN,CESAR,770,20
41925.02685185185,6551,-74132,0.028,4.5659,MLr_vmm,0.6,207,45843.0,45751.0,45696.0,"Puerto Parra - Santander, Colombia",Manual,6.551,-74.132,CIMITARRA,SANTANDER,190,68
41925.953726851854,7458,-73224,0.0359,9e-05,MLr_vmm,0.1,253,45659.0,45690.0,45748.0,"El Playón - Santander, Colombia",Manual,7.458,-73.224,EL PLAYÓN,SANTANDER,255,68
41926.39233796296,6936,-74719,0.0,0.0002,MLr_vmm,0.3,200,45903.0,45720.0,45697.0,"Remedios - Antioquia, Colombia",Manual,6.936,-74.719,REMEDIOS,ANTIOQUIA,604,05
41927.81287037037,8808,-73991,45.918,4.5659,MLr_vmm,0.4,221,45904.0,3.0,45841.0,"San Martín de Loba - Bolívar, Colombia",Manual,8.808,-73.991,SAN MARTÍN DE LOBA,BOLÍVAR,667,13
41928.226689814815,7155,-74223,0.0,4.5809,MLr_vmm,0.4,105,45901.0,2.0,45813.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,7.155,-74.223,CANTAGALLO,BOLÍVAR,160,13
41928.24497685185,7779,-74138,45.799,8e-05,MLr_vmm,0.2,228,45778.0,45661.0,45842.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.779,-74.138,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41929.83194444444,7962,-73949,0.0327,9e-05,MLr_vmm,0.1,159,1.0,2.0,45781.0,"Simití - Bolívar, Colombia",Manual,7.962,-73.949,SIMITÍ,BOLÍVAR,744,13
41931.846712962964,7312,-74080,45.796,4.5839,MLr_vmm,0.2,241,45690.0,45902.0,45840.0,"Cantagallo - Bolívar, Colombia",Manual,7.312,-74.08,CANTAGALLO,BOLÍVAR,160,13
41932.34113425926,8399,-74262,0.026,4.5717,MLr_vmm,0.1,221,45658.0,2.0,4.0,"Tiquisio (Puerto Rico) - Bolívar, Colombia",Manual,8.399,-74.262,TIQUISIO (Puerto Rico),BOLÍVAR,810,13
41934.62598379629,7818,-74233,45.912,4.5778,MLr_vmm,0.2,245,45717.0,45811.0,6.0,"Santa Rosa del Sur - Bolívar, Colombia",Manual,7.818,-74.233,SANTA ROSA DEL SUR,BOLÍVAR,688,13
41936.004328703704,7616,-73422,45.775,0.0001,MLr_vmm,0.4,95,45779.0,45812.0,45754.0,"La Esperanza - Norte de Santander, Colombia",Manual,7.616,-73.422,LA ESPERANZA,NORTE DE SANTANDER,385,54
41937.80480324074,8515,-74078,45.76,0.0001,MLr_vmm,0.1,183,0.7,45748.0,45812.0,"Norosí - Bolívar, Colombia",Manual,8.515,-74.078,NOROSÍ,BOLÍVAR,490,13
41938.30914351852,9162,-73660,45.93,4.5748,MLr_vmm,0.2,320,45812.0,45661.0,45903.0,"Curumaní - Cesar, Colombia",Manual,9.162,-73.66,CURUMANÍ,CESAR,228,20
41942.68078703704,7160,-74235,0.0,4.569,MLr_vmm,0.4,173,2.0,45660.0,45663.0,"Yondó (Casabe) - Antioquia, Colombia",Manual,7.16,-74.235,SAN PABLO,BOLÍVAR,670,13
41942.69564814815,7190,-74309,0.0,4.5689,MLr_vmm,0.4,184,45871.0,45905.0,45723.0,"Segovia - Antioquia, Colombia",Manual,7.19,-74.309,SAN PABLO,BOLÍVAR,670,13
41945.51804398148,8685,-73468,45.881,4.5839,MLr_vmm,0.3,290,45904.0,45660.0,45904.0,"El Carmen - Norte de Santander, Colombia",Manual,8.685,-73.468,EL CARMEN,NORTE DE SANTANDER,245,54
41946.2809375,6958,-73433,45.93,4.5778,MLr_vmm,0.4,136,45749.0,45871.0,45781.0,"San Vicente de Chucurí - Santander, Colombia",Manual,6.958,-73.433,ZAPATOCA,SANTANDER,895,68
